,Judul,Lokasi,Kamar,Toilet,Luas,Harga
Cisaranten,"Arcamanik, Bandung, Jawa Barat",2 ,1 ,70 m²,725 jt
Cigadung,"Cigadung, Bandung, Jawa Barat",4 ,4 ,130 m²,"2,1 M"
Sukamulya Pasteur,"Pasteur, Bandung, Jawa Barat",3 ,3 ,227 m²,"5,2 M"
El mansion Soreang,"Soreang, Bandung, Jawa Barat",2 ,1 ,36 m²,370 jt
G land pajajaran village,"Banjaran, Bandung, Jawa Barat",2 ,1 ,45 m²,399 jt
Caraka Soreang residence,"Soreang, Bandung, Jawa Barat",2 ,1 ,45 m²,750 jt
Dijual cepat Rumah murah desa jelegong kecamatan kutawaringin soreang,"Kutawaringin, Bandung, Jawa Barat",2 ,1 ,78 m²,219 jt
Soreang,"Soroja home residence, Sorewang, Bandung, Jawa Barat",2 ,1 ,40 m²,600 jt
Rumah Murah Siap Huni Dijual Di Ujungberung Bandung,"Ujungberung, Ujung Berung, Bandung, Jawa Barat",4 ,2 ,100 m²,650 jt
Rumah Siap Huni Dijual Cepat Di Awiligar Bandung Harga Terbaik,"Jl. Listrik, Cikutra, Bandung, Jawa Barat",2 ,1 ,30 m²,525 jt
Taman Cibaduyut Indah,"Jl. Raya Cibaduyut, Cibaduyut, Bandung, Bojongloa Kidul, Bandung, Jawa Barat",3 ,1 ,84 m²,775 jt
Sayap Taman Kopo Indah Cemara Regency,"Sayap Taman Kopo Indah, Margahayu, Bandung, Jawa Barat",2 ,1 ,45 m²,650 jt
Aria Graha Regency,". Jl. Inspeksi Cidurian, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",5 ,3 ,475 m²,"3,33 M"
"Murah! Komplek Kopo permai harga 1 M an, Siap huni Bagus Lux. tanah Luas","Kopo, Bandung, Jawa Barat",4 ,3 ,170 m²,"1,475 M"
Hotel Buah Batu Bandung,"Jl. Logam no.37A, Kujangsari, Bandung Kidul, Bandung, Jawa Barat",10 ,10 ,1000 m²,32 M
Taman Rafflesia Kawaluyaan,"Kiaracondong, Bandung, Jawa Barat",3 ,3 ,100 m²,950 jt
Kopo Permai,". Jl. Raya Cibaduyut, Kopo, Bandung, Jawa Barat",4 ,3 ,102 m²,"1,5 M"
Komplek Batu Indah samping Batununggal,"Bandung Tengah, Bandung, Jawa Barat",2 ,1 ,70 m²,"1,1 M"
"DIJUAL RUMAH MURAH DI GG. LUNA BANDUNG, TENGAH KOTA","Gg. Luna Bandung, Bojongloa Kaler, Bandung, Jawa Barat",5 ,1 ,100 m²,600 jt
Rumah Cluster 5 Menit Exit Tol Pasteur Bandung Utara,"Bandung Utara, Bandung, Jawa Barat",4 ,4 ,180 m²,"2,2 M"
Rumah furnished di sayap Buah Batu,"Buahbatu, Bandung, Jawa Barat",3 ,2 ,142 m²,"2,9 M"
Rumah Murah Bandung Utara Fullfurnish,"Bandung Utara, Bandung, Jawa Barat",3 ,3 ,120 m²,"2,8 M"
Rumah Murah Siap Huni 5 Menit Exit Tol Pasteur,"Bandung Utara, Bandung, Jawa Barat",5 ,5 ,200 m²,3 M
Rumah Tengah Kota Bandung Turangga,"Bandung Tengah, Bandung, Jawa Barat",8 ,6 ,350 m²,"3,9 M"
BU! Dijual cepat rumah bagus 3 lantai cocok untuk usaha praktek dokter - Margaasih cimahi selatan -c,"Jl. Margaasih, Margaasih, Bandung, Jawa Barat",2 ,1 ,250 m²,"1,099 M"
Rumah Asri Murah Bandung Utara,"Bandung Utara, Bandung, Jawa Barat",,,250 m²,"2,3 M"
Rumah Setra Indah 5 Menit Exit Tol Pasteur Bandung Utara,"Bandung Utara, Bandung, Jawa Barat",4 ,4 ,377 m²,"4,2 M"
Rumah Villa Bandung Utara Lembang,"Bandung Utara, Bandung, Jawa Barat",2 ,1 ,100 m²,"1,2 M"
Rumah Bandung Utara Full Furnish,"Bandung Utara, Bandung, Jawa Barat",4 ,3 ,150 m²,"1,4 M"
Rumah Murah Hitung Tanah Bandung Tengah,"Bandung Tengah, Bandung, Jawa Barat",4 ,3 ,200 m²,"1,4 M"
Rumah Murah Bagus Margahayu,"Margahayu, Bandung, Jawa Barat",4 ,3 ,150 m²,"1,5 M"
Rumah Murah Bandung Tengah,"Bandung Tengah, Bandung, Jawa Barat",5 ,4 ,250 m²,"2,3 M"
Rumah Murah Bandung Utara Cihanjuang,"Bandung Utara, Bandung, Jawa Barat",3 ,2 ,80 m²,650 jt
Sanghyang Pancanaka Hills,"Jl. Ibu Ganirah, Cibeber, Cimahi Selatan, Bandung Kulon, Bandung, Jawa Barat",2 ,1 ,90 m²,750 jt
Rumah Murah Setra Duta Fullfurnish,"Bandung Utara, Bandung, Jawa Barat",3 ,2 ,90 m²,"1,725 M"
Rumah Murah Bagus Bandung Utara,"Bandung Utara, Bandung, Jawa Barat",4 ,3 ,250 m²,"1,7 M"
Rumah bandung utara,"Bandung Utara, Bandung, Jawa Barat",4 ,4 ,177 m²,"1,98 M"
Kota Baru Parahyangan,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,3 ,150 m²,2 M
Rumah Murah Bandung Utara Dekat Upi,"Bandung Utara, Bandung, Jawa Barat",2 ,2 ,100 m²,"1,25 M"
Rumah Murah Bandung Utara,"Bandung Utara, Bandung, Jawa Barat",4 ,3 ,160 m²,"2,4 M"
Batununggal Indah Cluster Sentosa,"Jl. Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4 ,4 ,300 m²,"3,2 M"
Cibaduyut,"Cibaduyut, Bandung, Jawa Barat",5 ,3 ,120 m²,900 jt
Rumah dijual modern dalam perumahan  dago bandung Jawa barat,"Dago, Dago, Bandung, Jawa Barat",5 ,5 ,350 m²,"5,5 M"
"Rumah 2 lt di Batununggal Bandung, cluster favorit","Batununggal, Bandung, Jawa Barat",5 ,5 ,270 m²,"4,35 M"
Rumah Baru Design Lux di Batununggal,"Batununggal, Bandung, Jawa Barat",5 ,5 ,250 m²,"3,65 M"
Rumah Baru Design Lux di Batununggal,"Batununggal, Bandung, Jawa Barat",5 ,5 ,250 m²,"3,65 M"
Rumah terawat Singgasana Pradana harga ekonomis,"Singgasana Pradana, Singgasana Pradana, Bandung, Jawa Barat",4 ,3 ,110 m²,"1,85 M"
"Rumah Minimalis Istana Regency , dekat tol Pasteur","Istana Regency, Pasteur, Bandung, Jawa Barat",5 ,4 ,225 m²,"3,7 M"
Rumah baru Minimalis Setraduta Bandung Utara,"Setra Duta, Bandung, Jawa Barat",5 ,4 ,160 m²,"2,85 M"
Rumah Dekat Tol Pasteur Sayap Pasteur,"Sayap Pasteur, Pasteur, Bandung, Jawa Barat",4 ,2 ,150 m²,"2,75 M"
Arcamanik Endah,"Jl Arcamanik Endah, Sukamiskin, Arcamanik, Bandung, Jawa Barat",5 ,4 ,150 m²,"1,275 M"
Rumah baru Setrasari,"Jl Setrasari Kulon, Sukasari, Bandung, Setrasari, Bandung, Jawa Barat",4 ,4 ,320 m²,7 M
TURUN HARGA LAGI. . MENARIK RUMAH HITUNG TANAH 25 JT/MTR LOKASI PREMIUM NARIPAN BANDUNG,"Naripan, Asia Afrika, Bandung, Jawa Barat",3 ,3 ,400 m²,22 M
Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"582,312 jt"
Batununggal Indah Cluster Jelita,"Jl. Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",2 ,1 ,30 m²,180 jt
Cikutra Baru,"Jl. Raya Cikutra, Cikutra, Bandung, Cikutra, Bandung, Jawa Barat",5 ,3 ,218 m²,"2,85 M"
Pondok Hijau,"Pondok Hijau, Bandung Utara, Bandung, Jawa Barat",5 ,5 ,350 m²,"4,5 M"
Resor Dago Pakar,"Jl. Raya Golf Dago, Dago, Bandung, Coblong, Bandung, Jawa Barat",5 ,5 ,450 m²,"8,5 M"
Resor Dago Pakar,"Jl. Raya Golf Dago, Dago, Bandung, Coblong, Bandung, Jawa Barat",3 ,3 ,300 m²,"3,95 M"
Rumah Mewah Dijual Cepat,"Setiabudi, Bandung Utara,, Bandung Utara, Bandung, Jawa Barat",6 ,6 ,1400 m²,16 M
Rumah Mewah Furnish Dago resort Pakar,"Resort Dago Pakar, Bandung, Dago, Bandung, Jawa Barat",5 ,4 ,400 m²,10 M
Rumah Lux Dago Resor Pakar,"Dago Resort, Dago, Bandung, Jawa Barat",5 ,5 ,550 m²,"6,5 M"
Rumah Baru Singgasana Pradana,"Singgasana Pradana, Singgasana Pradana, Bandung, Jawa Barat",4 ,4 ,300 m²,"5,25 M"
"RUMAH  DAN KOSAN, MAINROAD SETIABUDI STRATEGIS, SANGAT MURAH, 9 JT/ METER KODYA BANDUNG","Jalan setiabudi bandung, Cidadap, Bandung, Jawa Barat",10 ,10 ,800 m²,13 M
bumi cileunyi asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,56 m²,"582,312 jt"
bumi cileunyi asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,56 m²,"582,312 jt"
Perumahan Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"582,312 jt"
DIJUAL RUMAH BARU DI SAYAP BANTUNUNGGAL BANDUNG,"Jl. Batu indah Bandung, Bandung Kidul, Bandung, Jawa Barat",4 ,3 ,140 m²,"2,3 M"
rumah lux dijual full furnishes di kawasan dago resort Bandung,"Dago resort, Dago, Bandung, Jawa Barat",8 ,5 ,500 m²,"6,5 M"
Rumah dijual siap huni full furnished di cigadung dago Bandung,"Cigadung, Cigadung, Bandung, Jawa Barat",4 ,4 ,270 m²,"2,55 M"
Rumah dijual cepat murah ! komplek gading regency Bandung,"Soekarno hatta, Bandung Tengah, Bandung, Jawa Barat",4 ,3 ,200 m²,"2,5 M"
Rumah siap huni furnished view city light Bandung,"Dagi awiligar, Bandung Utara, Bandung, Jawa Barat",3 ,2 ,70 m²,"1,35 M"
Rumah minimalis bagus di Kota Bandung,"Burangrang, Burangrang, Bandung, Jawa Barat",4 ,3 ,220 m²,"2,9 M"
Rumah siap huni di kotabaru parahyangan Bandung,"Kotabaru parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",5 ,3 ,200 m²,"2,95 M"
Rumah 3lantai furnished komplek istana kawaluyaan kota Bandung,"Kawaluyaan, Bandung Tengah, Bandung, Jawa Barat",7 ,4 ,264 m²,"1,9 M"
Rumah lux dijual murah full furnished komplek buah batu Bandung,"Ters buah batu, Buahbatu, Bandung, Jawa Barat",5 ,4 ,200 m²,"3,5 M"
Rumah baru plus kolam renang di setiabudi Bandung,"setiabudi regency, Bandung Utara, Bandung, Jawa Barat",3 ,3 ,175 m²,"2,8 M"
Rumah baru siap huni sayap gegerkalong Bandung,"Ciwaruga, Geger Kalong, Bandung, Jawa Barat",3 ,2 ,120 m²,"1,45 M"
Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"582,312 jt"
Perumahan Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"582,312 jt"
DIJUAL RUMAH SAYAP KEPATIHAN BANDUNG MURAH DITENGAH KOTA,"Jl. Lidrapraja - ciguriang,kepatihan bandung, Regol, Bandung, Jawa Barat",3 ,1 ,100 m²,500 jt
"DIJUAL MURAH RUMAH KOTA BARU - RAMDHAN BANDUNG, TENGAH KOTA","Jl. Kota baru, Moch.Ramdhan, Bandung, Jawa Barat",2 ,2 ,90 m²,710 jt
"Dijual rumah sayap Otista Bandung mewah, tengah kota, siap huni","Jl.kautamaan istri, Otista, Bandung, Jawa Barat",4 ,4 ,500 m²,10 M
DIJUAL RUMAH BARU SURYALAYA BANDUNG SIAP HUNI,"Jl. Suryalaya Bandung, Buahbatu, Bandung, Jawa Barat",3 ,4 ,200 m²,"2,3 M"
DIJUAL RUMAH SAWAH KURUNG CIATEUL BANDUNG SIAP HUNI,"Jl. Sawah kurung Ciateul Bandung, Ciateul, Bandung, Jawa Barat",6 ,3 ,172 m²,"3,75 M"
Setraduta,"Jl.setraduta, Bandung Utara, Bandung, Jawa Barat",4 ,3 ,409 m²,15 M
"Kopo Katapang, gading tutuka, TKI5 SOREANG, Bandung","Jln.kopo Katapang, gading tutuka, TKI5, bandung, Bandung Selatan, Bandung, Jawa Barat",3 ,2 ,50 m²,750 jt
Rumah dijual modern di lingkungan one gate system di Antapani Bandung,"jalan cikajang antapani bandung, Antapani, Bandung, Jawa Barat",3 ,2 ,75 m²,"1,35 M"
KBP Tatar WangsaKerta,"Jl. Parahiangan, Jayamekar,Kab. Bandung Barat, Bandung, Bandung Kulon, Bandung, Jawa Barat",4 ,3 ,98 m²,"2,5 M"
Kota Baru Parahyangan KBP Rumah Mewah Dijual Cepat,"Kota Baru Parahyangan, Bandung, Jawa Barat",5 ,5 ,350 m²,"8,5 M"
Rumah lokasi hoek cocok buat tempat tinggal dan ruang usaha di jalan utama dan perumahan cisaranten,"jalan cisaranten arcamanik bandung, Arcamanik, Bandung, Jawa Barat",2 ,2 ,52 m²,"1,625 M"
MAVERIC CLUSTER PANYILEUKAN,"jalan terusan panyileukan, cipadung kidul, Panyileukan, Bandung, Jawa Barat",2 ,2 ,70 m²,500 jt
Elgreen Residence Cicalengka,"Jl. H. Darham Cikopo No. 23-25 Tenjolaya, Cicalengka, Bandung, Jawa Barat",2 ,1 ,37 m²,"382,418 jt"
Villa Bumi Asri,"Jl. Parakanmuncang, pasirnanjung, Kec. Cicalengka, Cicalengka, Bandung, Jawa Barat",2 ,1 ,27 m²,"150,5 jt"
Elgreen Residence Cicalengka,"Jl. H. Darham Cikopo No.23 - 25, Tenjolaya, Cicalengka, Bandung, Jawa Barat",3 ,2 ,75 m²,720 jt
Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"567,413 jt"
Elgreen Residence Cicalengka,"Jl. H. Darham Cikopo No.23 - 25, Tenjolaya, Cicalengka, Bandung, Jawa Barat",2 ,1 ,45 m²,"482,95 jt"
Elgreen Residence Cicalengka,"Jl. H. Darham Cikopo No.23 - 25, Tenjolaya, Cicalengka, Bandung, Jawa Barat",2 ,1 ,56 m²,610 jt
Bumi Cileunyi Asri,"Jl. Paledang, Cileunyi Wetan, Kec. Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,46 m²,"582,312 jt"
Taman Cibaduyut Indah,"Jl. Raya Cibaduyut, Cibaduyut, Bandung, Bojongloa Kidul, Bandung, Jawa Barat",2 ,1 ,36 m²,500 jt
Rumah 2 lantai semi furnished sudah dimodifikasi di buahbatu bandung,"Buahbatu, Bandung, Jawa Barat",4 ,3 ,200 m²,"2,5 M"
Kota Baru Parahyangan,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,2 ,120 m²,"3,2 M"
Ciwastra Park,"Bandung Timur, Bandung, Jawa Barat",3 ,2 ,50 m²,"747,813984 jt"
Antapani,"Antapani, Bandung, Jawa Barat",3 ,2 ,85 m²,"1,432 M"
D'HEUVEL PADASUKA,"Cimenyan, Bandung, Jawa Barat",2 ,2 ,60 m²,725 jt
Mars Selatan,"Mars Selatan, Margahayu, Bandung, Jawa Barat",4 ,2 ,145 m²,925 jt
Surapati,"Jalan Surapati, Cibeunying Kaler, Bandung, Jawa Barat",4 ,3 ,250 m²,5 M
Setiabudi Regensi,"Jl. Sersan Bajuri, Ciwaruga, Bandung, Bandung Kulon, Bandung, Jawa Barat",3 ,4 ,283 m²,"7,5 M"
DIJUAL RUMAH KOS TUBAGUS ISMAIL DAGO MURAH DIBAWAH PASAR,"TUBAGUS ISMAIL DAGO, Dago, Bandung, Jawa Barat",8 ,4 ,260 m²,"2,6 M"
RUMAH ANTAPANI MURAH STRATEGIS DKT MITRA DAGO TANJUNGSARI,"KOMPLEK ANTAPANI, Antapani, Bandung, Jawa Barat",5 ,4 ,165 m²,"1,75 M"
RUMAH LUX SWIMMING POOL BUAH BATU DEKAT TOL,"BATUNUNGGAL, Batununggal, Bandung, Jawa Barat",10 ,10 ,950 m²,"9,5 M"
RUMAH BEST LOCATION RIAU RE MARTHADINATA BANDUNG MAINROAD,"riau re martadinata, Riau Re Martadinata, Bandung, Jawa Barat",5 ,5 ,700 m²,"54,168 M"
antapani mainroad,"jl purwakarta mainroad, Antapani, Bandung, Jawa Barat",10 ,10 ,691 m²,"22,8 M"
MAINROAD DAGO IR H DJUANDA STRATEGIS KOTA BANDUNG,"SAYAP DAGO IR H DJUANDA, Dago, Bandung, Jawa Barat",4 ,2 ,300 m²,18 M
RUMAH SAYAP SUPRATMAN RIAU INVESTASI PROPERTI KECIL,"SAYAP SUPRATMAN, Cikutra, Bandung, Jawa Barat",2 ,2 ,120 m²,"1,8 M"
ANTAPANI RESIDENCE HARGA BAWAH PASARAN STRATEGIS DKT KALIJATI,"antapani cluster one gate system strategis, Antapani, Bandung, Jawa Barat",2 ,1 ,65 m²,985 jt
RUMAH SAYAP CIPAGANTI HEGARMANAH STRATEGIS KOTA BANDUNG,"sayap hegarmanah raya cipaganti setiabudhi, Bandung Utara, Bandung, Jawa Barat",6 ,4 ,370 m²,"4,1 M"
SUKALUYU TENGAH KOTA DEKAT GD SATE DIPONEGORO SUCI,"batik batikan sukaluyu, Cibeunying Kaler, Bandung, Jawa Barat",4 ,3 ,285 m²,"5,45 M"
sayap riau belitung,"sayap riau, Riau Re Martadinata, Bandung, Jawa Barat",4 ,3 ,300 m²,12 M
VILA MURAH UJUNG BERUNG BANDUNG TIMUR VIEW CITY,"VILA BANDUNG INDAH CILEUNYI, Cileunyi, Bandung, Jawa Barat",3 ,2 ,70 m²,"1,35 M"
ANTAPANI CLUSTER ONE GATE SYSTEM RUMAH SIAP HUNI,"CLUSTER BALCONY ANTAPANI, Antapani, Bandung, Jawa Barat",3 ,3 ,105 m²,"1,385 M"
Dijual Rumah Mewah Di Resor Dago Pakar,"Jl raya golf dago, Dago, Bandung, Jawa Barat",5 ,5 ,400 m²,"10,2 M"
RESOR DAGO PAKAR,"Jl raya golf dago, Dago, Bandung, Jawa Barat",7 ,4 ,500 m²,10 M
CIGADUNG DAGO DALAM CLUSTER ONE GATE SYSTEM STRATEGIS,"CIGADUNG KOMP UNPAD DALAM CLUSTER, Cigadung, Bandung, Jawa Barat",4 ,2 ,95 m²,"2,5 M"
antapani sayap jalan purwakarta,"jl wonosobo, Antapani, Bandung, Jawa Barat",7 ,5 ,320 m²,"2,85 M"
Dijual Rumah Mewah Di Resor Dago Pakar,"Jl raya golf dago, Dago, Bandung, Jawa Barat",5 ,5 ,400 m²,"10,2 M"
RESOR DAGO PAKAR,"Jl raya golf dago, Dago, Bandung, Jawa Barat",7 ,4 ,500 m²,10 M
CIGADUNG DAGO DALAM CLUSTER ONE GATE SYSTEM STRATEGIS,"CIGADUNG KOMP UNPAD DALAM CLUSTER, Cigadung, Bandung, Jawa Barat",4 ,2 ,95 m²,"2,5 M"
antapani sayap jalan purwakarta,"jl wonosobo, Antapani, Bandung, Jawa Barat",7 ,5 ,320 m²,"2,85 M"
terate asia afrika,"asia afrika terate dekat kosambi, Gatot Subroto, Bandung, Jawa Barat",6 ,3 ,200 m²,10 M
antapani pratista dkt puri mitra dago kota bandung,"pratista antapani, Antapani, Bandung, Jawa Barat",3 ,2 ,60 m²,800 jt
FS : Jarang Ada Rumah Citra Green Dago Bandung Harga dibawah pasaran,"Dago, Bandung Utara, Bandung, Jawa Barat",4 ,4 ,244 m²,"3,2 M"
Bumi Kopo Kencana,". Jl. Peta, Babakan Ciparay, Bandung, Jawa Barat",7 ,5 ,480 m²,"5,49 M"
Rumah mewah harga sangat ramah,"Antapani, Bandung, Jawa Barat",3 ,2 ,80 m²,"1,45 M"
CLAVICA CLUSTER,"Arcamanik, Bandung, Jawa Barat",2 ,2 ,60 m²,981 jt
For Sale Rumah Tua Terawat di Mainroad Pasir Koja,"Pasir Koja, Bandung, Jawa Barat",6 ,7 ,450 m²,35 M
KBP Tatar WangsaKerta,"Jl. Parahiangan, Jayamekar,Kab. Bandung Barat, Bandung, Bandung Kulon, Bandung, Jawa Barat",3 ,2 ,130 m²,"3,1 M"
ARDECA HOMETOWN SOREANG,"Soreang, Bandung, Jawa Barat",2 ,1 ,45 m²,595 jt
Mekar Wangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",2 ,2 ,100 m²,"1,85 M"
Rumah Arcamanik Dalam Komplek Baru Renovasi,"Arcamanik, Arcamanik, Bandung, Jawa Barat",3 ,2 ,275 m²,"1,4 M"
Rumah Baru Kebon Kopi Dekat Istana Sudirman Bandung,"Kebon kopi, Cijerah, Bandung, Jawa Barat",3 ,2 ,71 m²,"1,175 M"
Rumah View the best Dago Resort terdapat Kolam Renang,"Dago, Bandung, Jawa Barat",5 ,4 ,360 m²,"6,35 M"
Rumah Murah Buah Batu Regency Dekat Tol,"Buahbatu, Bandung, Jawa Barat",2 ,1 ,85 m²,"1,375 M"
Rumah Murah Antapani Hitung Tanah,"Antapani, Bandung, Jawa Barat",4 ,3 ,200 m²,"1,65 M"
Rumah Minimalis Cisaranten Arcamanik,"Arcamanik, Bandung, Jawa Barat",2 ,1 ,50 m²,600 jt
Rumah Minimalis Cisaranten Arcamanik,"Arcamanik, Bandung, Jawa Barat",2 ,1 ,50 m²,600 jt
Taman Kopo Katapang,"Jl Terusan Kopo KM 12,8, Soreang, Bandung, Soreang, Bandung, Jawa Barat",4 ,2 ,120 m²,"1,3 M"
dijual  termurah butuh cepat rumah siap huni cigadung bandung,"jl, cigadung raya, Bandung Utara, Bandung, Jawa Barat",4 ,3 ,158 m²,"1,9 M"
ARETHA RAYA LIVING,"Buahbatu, Bandung, Jawa Barat",2 ,2 ,50 m²,580 jt
CLUSTER PESONA PADASUKA,"Jln Padasuka Pasir honje Bandung utara, Cimenyan, Bandung, Jawa Barat",2 ,2 ,50 m²,515 jt
Jual cepat sangat BU rumah 2 lantai baru renov di komplek Parken Soreang Kabupaten Bandung,"Komplek parken Soreang, Kab.Bandung, Soreang, Bandung, Jawa Barat",4 ,3 ,100 m²,650 jt
Jual Segera! Rumah Vintage Lokasi Super Strategis Tubagus Ismail,"Jl. Ir H Juanda, Bandung Utara, Bandung, Jawa Barat",6 ,3 ,200 m²,"2,85 M"
"*Dijual Super Murah! Rumah Siap Huni Cigadung Cikutra Kota Bandung* 

SHM, IMB 
Luas Tanah : 123 m2","Jl. Cikutra, Kota Bandung, Bandung Kidul, Bandung, Jawa Barat",3 ,3 ,120 m²,"1,5 M"
Jarang ada ! Rumah luas Lokasi Super Strategis di Turangga Kota Bandung,"Turangga / BuahBatu / Batununggal, Turangga, Bandung, Jawa Barat",4 ,2 ,160 m²,"1,775 M"
Buahbatu,"Karawitan, Buahbatu, Bandung, Jawa Barat",4 ,4 ,150 m²,"2,3 M"
Turangga,"Karawitan, Turangga, Bandung, Jawa Barat",4 ,4 ,150 m²,"2,3 M"
Rumah 2 lantai si ygap huni panyileukan dkt soekarno hatta.,"Kav DAMRI - panyileukan, Soekarno Hatta, Bandung, Jawa Barat",5 ,3 ,92 m²,855 jt
Rumah,"Komplek taman hijau, Sudirman, Bandung, Jawa Barat",4 ,3 ,300 m²,"2,6 M"
Perumahan taman sakura pratista,"Sakura elok, Babakan Ciparay, Bandung, Jawa Barat",4 ,3 ,380 m²,"10,5 M"
Rumah,"Gang Saleh, Cicendo, Bandung, Jawa Barat",2 ,1 ,68 m²,650 jt
Rumah sukaluyu,"Cikutra, Bandung, Jawa Barat",7 ,5 ,482 m²,"6,5 M"
Rumah 2 lantai jatihandap,"Mandalajati, Bandung, Jawa Barat",2 ,2 ,55 m²,535 jt
Jual Rumah Baru modern di Leuwi panjang cibaduyut Bandung,"Jalan Leuwi Panjang, Cibaduyut, Bandung, Jawa Barat",3 ,1 ,99 m²,"1,45 M"
Rumah hook di Trunojoyo Sayap Riau Bandung,"Jalan Trunojoyo, Riau Re Martadinata, Bandung, Jawa Barat",8 ,3 ,1300 m²,37 M
Rumah lokasi Premium di hook Jalan Riau Bisa Until Usaha Apa Aja,"Jalan Riau, Riau Re Martadinata, Bandung, Jawa Barat",5 ,4 ,700 m²,55 M
Rumah hook di Trunojoyo Sayap Riau Bandung,"Jalan Trunojoyo, Riau Re Martadinata, Bandung, Jawa Barat",8 ,3 ,1300 m²,37 M
Rumah lokasi Premium di hook Jalan Riau Bisa Until Usaha Apa Aja,"Jalan Riau, Riau Re Martadinata, Bandung, Jawa Barat",5 ,4 ,700 m²,55 M
Dijual Rumah THI 2 Bandung Baru Renov,"THI 2, Holis, Taman Hollis Indah, Bandung, Jawa Barat",3 ,3 ,160 m²,"2,35 M"
Rumah Dijual Murah Cikutra Sukaluyu,"Cibeunying Kaler, Bandung, Jawa Barat",7 ,5 ,482 m²,"6,5 M"
Jual Rumah THI Holis Cluster Exclusive,"Taman Hollis Indah, Bandung, Jawa Barat",2 ,2 ,180 m²,"2,75 M"
Dijual Rumah Baru Derwati Mas Banyak Gratisnya,"Derwati Mas, Bandung Timur, Bandung, Jawa Barat",2 ,2 ,74 m²,"1,01343 M"
GRATIS PAJAK BELI! Dijual Rumah Baru Kembar Bandung,"Kembar, BKR, Bandung, Regol, Bandung, Jawa Barat",4 ,3 ,147 m²,"2,11 M"
Jual Rumah Baru Mekar Wangi Lokasi Strategis,"Mekar Wangi, Bandung, Jawa Barat",3 ,3 ,150 m²,"2,65 M"
Dijual Rumah Baru Sayap Pajajaran Bandung Strategis,"Pajajaran, Pasirkaliki, Bandung, Pajajaran, Bandung, Jawa Barat",3 ,3 ,150 m²,"3,2 M"
Dijual Rumah Sayap Pasirkaliki Bandung Dekat Paskal 23,"Pajajaran, Pasirkaliki, Bandung, Pajajaran, Bandung, Jawa Barat",3 ,3 ,140 m²,3 M
Rumah Cozy Batununggal Jelita Bandung,"Batununggal Jelita, Batununggal, Bandung, Jawa Barat",4 ,3 ,300 m²,"3,5 M"
RUMAH BUAH BATU SQUARE BANDUNG JALAN APEL,"Apel, Buah Batu Square, Buahbatu, Bandung, Jawa Barat",2 ,2 ,100 m²,"1,45 M"
Dijual Rumah Baru Pondok Hijau Bandung,"Pondok Hijau, Gerlong, Geger Kalong, Bandung, Jawa Barat",4 ,3 ,200 m²,"2,898 M"
Dijual Rumah Wastukencana Dekat Pajajaran Bandung,"Wastukencana, Taman Sari, Sumur Bandung, Bandung, Jawa Barat",8 ,4 ,512 m²,25 M
Rumah Summarecon Bandung,"Summarecon Bandung, Gedebage, Bandung, Jawa Barat",3 ,3 ,127 m²,"2,519 M"
Buahbatu Regency,"Jl. Terusan Buah Batu, Buah Batu, Bandung, Buahbatu, Bandung, Jawa Barat",3 ,3 ,130 m²,"2,899 M"
Summarecon Bandung,"Rancabolang, Gedebage, Kota Bandung, Jawa Barat, Gedebage, Bandung, Jawa Barat",2 ,2 ,71 m²,"1,65 M"
Summarecon Bandung,"Rancabolang, Gedebage, Kota Bandung, Jawa Barat, Gedebage, Bandung, Jawa Barat",3 ,2 ,88 m²,"1,8 M"
Summarecon Bandung,"Rancabolang, Gedebage, Kota Bandung, Jawa Barat, Gedebage, Bandung, Jawa Barat",2 ,2 ,92 m²,"1,8 M"
